row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,class
294,5,4,1,0.508,0.076,0.233,0.106,0.496,0.243,0.193,0.005,0.006,0.9740000000000001,0.003,0.009000000000000001,0.124,0.428,0.32,0.128,12,13,0.314,0.237,0.115,0.057999999999999996,0.16484144144144144,0.322,10.0,5.947497969130781,34.12,3449.0,2319.0,0,1
295,2,12,5,0.494,0.042,0.21100000000000002,0.055999999999999994,0.509,0.248,0.107,0.047,0.114,0.8079999999999999,0.013999999999999999,0.006,0.08947885900000001,0.30186824,0.32546706,0.283185841,13,7,0.29100000000000004,0.18100000000000002,0.10099999999999999,0.083,0.142,0.27699999999999997,12.0,2.8,14.82,2710.0,2010.0,0,1
297,7,10,3,0.5479999999999999,0.032,0.105,0.062,0.49,0.25,0.151,0.01,0.006999999999999999,0.937,0.012,0.027000000000000003,0.083333333,0.370588235,0.354901961,0.19117647100000001,11,8,0.33399999999999996,0.10800000000000001,0.084,0.053,0.147,0.235,12.0,5.947497969130781,8.96,2579.0,1709.0,0,0
299,2,12,5,0.385,0.08199999999999999,0.29100000000000004,0.127,0.486,0.226,0.165,0.028999999999999998,0.19899999999999998,0.7390000000000001,0.002,0.003,0.128654971,0.496101365,0.31091617899999996,0.064327485,10,12,0.324,0.2136276517922455,0.11900000000000001,0.10300000000000001,0.16484144144144144,0.312,9.0,5.947497969130781,38.56,3431.4336492890993,7219.0,1,1
303,1,1,5,0.55,0.057,0.14300000000000002,0.035,0.511,0.237,0.128,0.14300000000000002,0.049,0.69,0.009000000000000001,0.10300000000000001,0.075924076,0.19080919100000002,0.264735265,0.468531469,12,7,0.24100000000000002,0.12,0.07400000000000001,0.077,0.20600000000000002,0.18899999999999997,13.0,0.5,4.09,1039.0,740.0,0,0
305,6,7,3,0.387,0.098,0.256,0.091,0.507,0.252,0.155,0.013999999999999999,0.428,0.541,0.006999999999999999,0.001,0.189243028,0.420318725,0.25498008,0.135458167,13,14,0.345,0.187,0.141,0.102,0.16484144144144144,0.337,13.0,11.52,25.87,4859.0,7179.0,1,1
309,4,6,1,0.507,0.032,0.14,0.11199999999999999,0.495,0.20600000000000002,0.213,0.024,0.011000000000000001,0.8909999999999999,0.07200000000000001,0.0,0.087857848,0.336623889,0.385982231,0.189536032,13,8,0.302,0.18899999999999997,0.102,0.057999999999999996,0.196,0.275,10.0,5.947497969130781,30.32,9510.0,2551.339285714286,0,0
310,8,3,4,0.371,0.040999999999999995,0.287,0.113,0.434,0.22,0.124,0.39,0.055999999999999994,0.536,0.01,0.005,0.21449851,0.321747766,0.34260178700000005,0.121151936,14,12,0.33,0.2136276517922455,0.113,0.099,0.16484144144144144,0.312,10.0,3.2,18.74,3770.0,2920.0,1,1
311,5,11,1,0.449,0.057,0.239,0.11900000000000001,0.502,0.268,0.168,0.55,0.0,0.442,0.033,0.018000000000000002,0.149753695,0.323152709,0.331034483,0.196059113,14,9,0.19699999999999998,0.20600000000000002,0.066,0.106,0.135,0.203,12.0,5.947497969130781,22.56,8270.0,2059.0,0,0
314,2,12,5,0.376,0.076,0.184,0.062,0.505,0.207,0.16899999999999998,0.011000000000000001,0.031,0.935,0.011000000000000001,0.0,0.117938553,0.35777998,0.348860258,0.175421209,13,12,0.355,0.257,0.145,0.10300000000000001,0.095,0.318,13.0,5.947497969130781,14.06,1479.0,799.0,0,1
316,8,2,5,0.47600000000000003,0.067,0.19899999999999998,0.08199999999999999,0.49700000000000005,0.2,0.171,0.021,0.02,0.951,0.013999999999999999,0.006999999999999999,0.128712871,0.46435643600000004,0.258415842,0.148514851,11,12,0.317,0.21600000000000003,0.125,0.079,0.152,0.32299999999999995,14.0,3.14,12.75,4410.0,1759.0,1,1
318,6,7,3,0.5,0.092,0.136,0.099,0.496,0.203,0.20199999999999999,0.005,0.01,0.945,0.018000000000000002,0.0,0.108782435,0.36826347299999995,0.34031936100000004,0.18263473100000002,8,12,0.303,0.162,0.10800000000000001,0.06,0.198,0.237,11.0,5.947497969130781,13.73,2679.0,2639.0,1,0
319,6,7,5,0.419,0.063,0.337,0.113,0.512,0.25,0.162,0.114,0.285,0.58,0.013999999999999999,0.008,0.24719101100000002,0.368743616,0.259448417,0.124616956,13,10,0.33299999999999996,0.263,0.11699999999999999,0.08800000000000001,0.16484144144144144,0.311,12.0,5.6,20.08,4210.0,2310.0,0,1
323,6,7,2,0.505,0.054000000000000006,0.128,0.07400000000000001,0.494,0.259,0.146,0.042,0.013999999999999999,0.929,0.013000000000000001,0.006,0.110997963,0.399185336,0.320773931,0.16904277,14,9,0.287,0.235,0.08900000000000001,0.057999999999999996,0.255,0.24100000000000002,12.0,5.947497969130781,13.44,2180.0,1660.0,1,1
324,6,7,3,0.503,0.065,0.195,0.087,0.504,0.242,0.187,0.026000000000000002,0.001,0.9540000000000001,0.004,0.008,0.122877123,0.43756243799999994,0.298701299,0.140859141,12,12,0.309,0.27399999999999997,0.122,0.076,0.12300000000000001,0.312,14.0,5.947497969130781,28.59,5760.0,8600.0,1,1
325,4,6,1,0.536,0.037000000000000005,0.131,0.055999999999999994,0.503,0.22399999999999998,0.19399999999999998,0.025,0.004,0.966,0.0,0.008,0.097683787,0.422960725,0.325276939,0.15407855,12,11,0.316,0.237,0.102,0.08,0.23800000000000002,0.26899999999999996,10.0,5.947497969130781,20.67,5160.0,2551.339285714286,0,0
327,7,4,5,0.43200000000000005,0.066,0.242,0.07,0.512,0.22699999999999998,0.172,0.019,0.048,0.907,0.0,0.0,0.171717172,0.40707070700000003,0.262626263,0.158585859,12,12,0.34600000000000003,0.23,0.12,0.076,0.127,0.313,14.0,6.4,20.1,3520.0,1289.0,0,1
328,6,7,4,0.409,0.091,0.38,0.168,0.495,0.33299999999999996,0.09699999999999999,0.04,0.006,0.3,0.64,0.011000000000000001,0.139817629,0.34954407299999996,0.351570415,0.159067882,24,9,0.353,0.271,0.122,0.07,0.185,0.28600000000000003,11.0,5.947497969130781,75.6,2190.0,1090.0,1,1
334,2,12,5,0.46399999999999997,0.051,0.11699999999999999,0.055999999999999994,0.515,0.201,0.18899999999999997,0.018000000000000002,0.061,0.903,0.001,0.008,0.10610610599999999,0.44244244200000005,0.235235235,0.21621621600000002,10,12,0.325,0.22399999999999998,0.115,0.079,0.124,0.258,14.0,0.6,15.25,1879.0,1360.0,0,1
335,4,6,5,0.41600000000000004,0.08199999999999999,0.32799999999999996,0.192,0.493,0.17800000000000002,0.257,0.03,0.002,0.889,0.048,0.009000000000000001,0.118006104,0.426246185,0.300101729,0.155645982,11,12,0.27699999999999997,0.22399999999999998,0.114,0.065,0.16,0.249,11.0,5.947497969130781,36.64,2839.0,1260.0,0,1
338,3,12,2,0.46,0.051,0.19899999999999998,0.042,0.52,0.203,0.168,0.009000000000000001,0.068,0.885,0.013999999999999999,0.013000000000000001,0.114770459,0.370259481,0.26247505,0.25249501,12,13,0.309,0.233,0.125,0.105,0.099,0.316,13.0,5.95,16.14,1370.0,799.0,1,1
343,3,12,5,0.452,0.085,0.28800000000000003,0.109,0.51,0.237,0.151,0.095,0.145,0.738,0.015,0.019,0.20515361699999998,0.306243806,0.297324083,0.191278494,12,11,0.273,0.20800000000000002,0.11,0.091,0.1,0.317,13.0,3.34,15.63,2699.0,839.0,1,1
344,8,2,5,0.442,0.064,0.212,0.062,0.51,0.24100000000000002,0.16399999999999998,0.038,0.03,0.898,0.002,0.006999999999999999,0.153313551,0.39960435200000005,0.256181998,0.190900099,13,12,0.354,0.262,0.132,0.079,0.083,0.35100000000000003,14.0,4.0,23.1,1240.0,1290.0,0,1
346,6,3,3,0.426,0.081,0.23399999999999999,0.094,0.518,0.217,0.177,0.002,0.27899999999999997,0.687,0.001,0.011000000000000001,0.216515609,0.376636455,0.28600201399999997,0.120845921,10,11,0.35100000000000003,0.217,0.146,0.10099999999999999,0.145,0.297,13.0,5.09,17.17,8659.0,2279.0,1,1
347,8,3,5,0.45299999999999996,0.075,0.136,0.048,0.515,0.21899999999999997,0.16899999999999998,0.11699999999999999,0.013999999999999999,0.848,0.0,0.009000000000000001,0.151,0.363,0.314,0.172,12,12,0.267,0.294,0.09,0.073,0.18600000000000003,0.248,11.0,5.947497969130781,9.61,1749.0,1720.0,1,1
349,5,11,1,0.426,0.028999999999999998,0.235,0.09699999999999999,0.502,0.295,0.179,0.033,0.005,0.6409999999999999,0.315,0.0,0.11829025800000001,0.38071570600000004,0.324055666,0.17693837,18,10,0.32299999999999995,0.17800000000000002,0.106,0.053,0.21899999999999997,0.255,11.0,5.947497969130781,20.38,2309.0,919.0,0,0
350,6,5,3,0.516,0.065,0.226,0.092,0.514,0.212,0.20600000000000002,0.012,0.004,0.963,0.013999999999999999,0.006999999999999999,0.145030426,0.432048682,0.261663286,0.161257606,11,12,0.307,0.267,0.11199999999999999,0.078,0.154,0.361,11.0,5.947497969130781,22.22,5070.0,2160.0,1,1
351,6,5,3,0.43,0.08800000000000001,0.23600000000000002,0.055999999999999994,0.515,0.225,0.151,0.02,0.299,0.6709999999999999,0.001,0.0,0.281620553,0.39130434799999997,0.225296443,0.101778656,11,10,0.32,0.19899999999999998,0.122,0.11900000000000001,0.127,0.298,11.0,5.8,29.33,7720.0,11509.0,0,1
352,6,3,5,0.47200000000000003,0.062,0.191,0.055999999999999994,0.512,0.214,0.188,0.023,0.053,0.898,0.004,0.008,0.162162162,0.37037037,0.27127127100000004,0.19619619600000002,9,12,0.315,0.24600000000000002,0.113,0.095,0.11800000000000001,0.382,13.0,5.947497969130781,22.36,3540.0,1510.0,1,1
353,5,11,1,0.579,0.022000000000000002,0.188,0.106,0.511,0.253,0.207,0.068,0.009000000000000001,0.912,0.004,0.003,0.08439646699999999,0.319921492,0.333660451,0.26202159,13,9,0.32,0.2136276517922455,0.114,0.11,0.16484144144144144,0.254,14.0,5.947497969130781,21.13261776339444,3431.4336492890993,2551.339285714286,0,0
355,9,4,2,0.46299999999999997,0.08800000000000001,0.187,0.055,0.457,0.203,0.161,0.001,0.006,0.9329999999999999,0.004,0.034,0.087771203,0.333333333,0.274161736,0.304733728,10,9,0.266,0.125,0.1,0.044000000000000004,0.213,0.22899999999999998,10.0,5.947497969130781,13.82,2169.0,1139.0,1,1
356,6,7,3,0.488,0.081,0.131,0.085,0.49200000000000005,0.204,0.20600000000000002,0.005,0.008,0.935,0.03,0.002,0.10220440900000001,0.36172344700000003,0.343687375,0.19238477,8,10,0.266,0.158,0.107,0.059000000000000004,0.198,0.24,11.0,5.947497969130781,14.94,2639.0,3299.0,0,0
357,1,1,3,0.523,0.043,0.151,0.08199999999999999,0.512,0.25,0.18,0.013999999999999999,0.021,0.96,0.01,0.006,0.094581281,0.266995074,0.265024631,0.373399015,10,9,0.263,0.168,0.099,0.057999999999999996,0.204,0.248,14.0,1.0,8.77,2339.0,1530.0,0,0
358,3,12,5,0.48,0.057,0.273,0.065,0.5,0.233,0.13699999999999998,0.044000000000000004,0.135,0.7709999999999999,0.027999999999999997,0.004,0.25717111800000003,0.38773491600000004,0.196834817,0.15825914900000002,13,9,0.361,0.237,0.105,0.086,0.171,0.33899999999999997,12.0,4.6,21.06,2360.0,2479.0,0,1
361,2,12,1,0.529,0.033,0.128,0.055,0.503,0.22399999999999998,0.209,0.026000000000000002,0.0,0.973,0.002,0.006,0.077154309,0.396793587,0.33567134299999996,0.19038076199999998,11,13,0.353,0.087,0.083,0.07,0.168,0.289,10.0,5.947497969130781,21.13261776339444,2669.0,3589.0,0,1
363,3,12,2,0.483,0.062,0.213,0.062,0.526,0.153,0.068,0.027000000000000003,0.08199999999999999,0.847,0.0,0.02,0.104063429,0.225966303,0.316154609,0.353815659,8,6,0.27699999999999997,0.2136276517922455,0.079,0.095,0.16484144144144144,0.21899999999999997,13.0,5.947497969130781,21.13261776339444,1970.0,1259.0,1,1
364,2,12,5,0.446,0.052000000000000005,0.174,0.035,0.512,0.225,0.146,0.006999999999999999,0.006,0.961,0.009000000000000001,0.015,0.083417085,0.37989949700000003,0.287437186,0.249246231,11,10,0.293,0.205,0.124,0.078,0.09,0.305,13.0,5.947497969130781,15.76,2260.0,940.0,0,1
365,6,3,2,0.385,0.083,0.261,0.09300000000000001,0.491,0.20199999999999999,0.163,0.769,0.008,0.17600000000000002,0.036000000000000004,0.013000000000000001,0.180541625,0.293881645,0.32798395199999997,0.197592778,11,9,0.21899999999999997,0.24600000000000002,0.091,0.11900000000000001,0.147,0.2,10.0,11.18,31.1,2150.0,1330.0,1,0
367,6,7,1,0.52,0.038,0.15,0.078,0.514,0.239,0.207,0.036000000000000004,0.021,0.919,0.005,0.016,0.138,0.35,0.313,0.19899999999999998,13,12,0.294,0.2136276517922455,0.08199999999999999,0.067,0.16484144144144144,0.22,12.0,5.947497969130781,22.91,3180.0,2370.0,1,0
370,2,12,5,0.435,0.09,0.22699999999999998,0.081,0.525,0.213,0.174,0.021,0.584,0.377,0.005,0.012,0.197813121,0.396620278,0.257455268,0.14811133199999998,9,13,0.40299999999999997,0.155,0.185,0.11599999999999999,0.113,0.298,13.0,9.5,28.11,5770.0,2330.0,0,1
371,1,1,2,0.49200000000000005,0.061,0.19899999999999998,0.07,0.511,0.213,0.107,0.308,0.017,0.484,0.027000000000000003,0.14400000000000002,0.14071856300000002,0.196606786,0.271457086,0.391217565,11,6,0.213,0.084,0.07400000000000001,0.055,0.191,0.14,8.0,0.6,8.22,1930.0,890.0,0,0
372,6,3,3,0.428,0.073,0.315,0.13,0.53,0.237,0.16899999999999998,0.132,0.03,0.7979999999999999,0.006,0.031,0.22033898300000002,0.345962114,0.256231306,0.177467597,11,9,0.272,0.248,0.107,0.076,0.16484144144144144,0.265,13.0,5.947497969130781,23.25,2299.0,1599.0,1,0
373,3,12,3,0.503,0.063,0.13699999999999998,0.039,0.505,0.223,0.155,0.02,0.019,0.9259999999999999,0.0,0.024,0.061553986,0.29868819399999996,0.310797175,0.328960646,10,8,0.306,0.18600000000000003,0.09699999999999999,0.067,0.14800000000000002,0.249,12.0,5.947497969130781,10.77,1539.0,1099.0,1,0
374,8,3,5,0.475,0.07,0.142,0.055,0.49,0.198,0.18600000000000003,0.023,0.031,0.9309999999999999,0.0,0.0,0.12240868699999999,0.471865745,0.249753208,0.155972359,9,13,0.335,0.252,0.106,0.073,0.187,0.322,12.0,1.51,21.73,2789.0,1669.0,1,1
375,6,7,5,0.461,0.061,0.28600000000000003,0.121,0.507,0.20800000000000002,0.22399999999999998,0.027000000000000003,0.011000000000000001,0.943,0.006999999999999999,0.01,0.080482897,0.34205231399999997,0.332997988,0.244466801,9,10,0.205,0.19399999999999998,0.067,0.063,0.182,0.184,11.0,5.947497969130781,19.57,2139.0,1559.0,0,0
376,4,5,5,0.556,0.052000000000000005,0.17600000000000002,0.075,0.501,0.193,0.18100000000000002,0.012,0.45299999999999996,0.511,0.006,0.0,0.184397163,0.287740628,0.313069909,0.21479229999999996,7,7,0.33399999999999996,0.21,0.139,0.10300000000000001,0.16484144144144144,0.27699999999999997,12.0,5.947497969130781,21.13261776339444,3431.4336492890993,6840.0,0,1
377,6,7,5,0.371,0.08800000000000001,0.248,0.048,0.47600000000000003,0.22899999999999998,0.157,0.027999999999999997,0.313,0.609,0.027999999999999997,0.001,0.2,0.42020202,0.253535354,0.126262626,12,12,0.36700000000000005,0.20800000000000002,0.131,0.11800000000000001,0.069,0.382,13.0,8.42,37.31,3169.0,1730.0,1,1
378,3,12,2,0.46799999999999997,0.06,0.19699999999999998,0.09699999999999999,0.501,0.14800000000000002,0.109,0.035,0.037000000000000005,0.846,0.01,0.062,0.06713426900000001,0.22545090199999998,0.249498998,0.457915832,9,6,0.225,0.172,0.079,0.069,0.174,0.188,14.0,1.9,8.4,2080.0,1759.0,0,0
380,7,8,2,0.371,0.073,0.335,0.107,0.508,0.282,0.172,0.904,0.0,0.084,0.011000000000000001,0.011000000000000001,0.29710867399999996,0.371884347,0.22033898300000002,0.11066799599999999,18,13,0.287,0.2136276517922455,0.11,0.12300000000000001,0.16484144144144144,0.293,8.0,5.947497969130781,28.89,7219.0,2551.339285714286,1,1
381,3,12,5,0.456,0.062,0.215,0.08,0.483,0.212,0.134,0.031,0.066,0.8590000000000001,0.0,0.024,0.129224652,0.335984095,0.313121272,0.22166998,12,11,0.312,0.228,0.086,0.087,0.16899999999999998,0.272,14.0,4.1,12.96,1830.0,1190.0,0,1
383,5,11,1,0.321,0.065,0.261,0.17300000000000001,0.491,0.28300000000000003,0.23399999999999999,0.067,0.001,0.915,0.009000000000000001,0.009000000000000001,0.16496945,0.403258656,0.253564155,0.17820773899999998,13,27,0.24,0.2136276517922455,0.092,0.08389588859416454,0.16484144144144144,0.295,11.0,5.947497969130781,21.13261776339444,3431.4336492890993,2551.339285714286,1,1
385,2,12,1,0.527,0.054000000000000006,0.126,0.063,0.498,0.23199999999999998,0.20800000000000002,0.023,0.0,0.973,0.006999999999999999,0.006,0.082178218,0.39207920799999996,0.33168316800000003,0.19405940600000002,10,12,0.32899999999999996,0.095,0.085,0.065,0.179,0.3,10.0,5.947497969130781,21.84,5459.0,2180.0,1,1
391,6,7,5,0.5379999999999999,0.039,0.13,0.05,0.493,0.215,0.201,0.023,0.005,0.943,0.003,0.012,0.10700389099999999,0.394941634,0.30933852100000003,0.18871595300000002,10,12,0.396,0.207,0.105,0.076,0.22399999999999998,0.27899999999999997,12.0,5.947497969130781,17.03,1859.0,2589.0,0,0
392,9,4,1,0.483,0.075,0.309,0.084,0.495,0.303,0.115,0.385,0.003,0.573,0.019,0.013999999999999999,0.25172754199999997,0.264560711,0.322803554,0.160908193,16,7,0.322,0.162,0.085,0.064,0.133,0.261,11.0,4.31,22.46,2380.0,1979.0,1,0
393,6,5,3,0.506,0.055,0.171,0.078,0.49,0.22399999999999998,0.168,0.008,0.004,0.973,0.0,0.004,0.13505461800000002,0.417080437,0.31082423,0.137040715,11,10,0.276,0.265,0.095,0.071,0.171,0.299,12.0,5.947497969130781,19.39,3600.0,2260.0,1,1
398,6,7,6,0.375,0.07400000000000001,0.19,0.071,0.507,0.138,0.312,0.04,0.012,0.8859999999999999,0.027000000000000003,0.018000000000000002,0.058589870999999995,0.23634558100000003,0.337636544,0.367428004,6,12,0.256,0.151,0.08800000000000001,0.048,0.156,0.155,11.0,5.947497969130781,13.93,2000.0,1060.0,0,0
400,5,8,5,0.374,0.07,0.298,0.087,0.504,0.201,0.23800000000000002,0.017,0.0,0.961,0.008,0.012,0.20795107,0.35066258899999997,0.282364934,0.159021407,9,13,0.33399999999999996,0.275,0.128,0.11199999999999999,0.16484144144144144,0.336,12.0,5.947497969130781,25.8,4269.0,1799.0,1,1
401,4,2,5,0.384,0.076,0.235,0.062,0.493,0.192,0.203,0.02,0.003,0.9570000000000001,0.012,0.0,0.252,0.474,0.19,0.084,9,15,0.314,0.272,0.12,0.068,0.16484144144144144,0.382,14.0,5.947497969130781,15.2,3829.0,5719.0,0,1
402,6,7,5,0.508,0.06,0.212,0.046,0.5329999999999999,0.217,0.171,0.018000000000000002,0.047,0.8859999999999999,0.002,0.003,0.182092555,0.406438632,0.24647887300000001,0.16498994,10,11,0.289,0.2136276517922455,0.10300000000000001,0.051,0.16484144144144144,0.21899999999999997,13.0,5.947497969130781,21.13261776339444,1670.0,6700.0,0,0
403,7,10,5,0.5479999999999999,0.03,0.11599999999999999,0.040999999999999995,0.515,0.235,0.18899999999999997,0.006999999999999999,0.009000000000000001,0.9670000000000001,0.0,0.015,0.079681275,0.40239043799999996,0.316733068,0.20119521899999998,13,12,0.322,0.21100000000000002,0.084,0.048,0.203,0.267,11.0,5.947497969130781,17.82,1750.0,1150.0,1,0
404,4,6,6,0.462,0.027999999999999997,0.17800000000000002,0.132,0.491,0.308,0.174,0.044000000000000004,0.003,0.9329999999999999,0.0,0.0,0.029880478,0.375498008,0.40139442200000003,0.193227092,14,11,0.26,0.2136276517922455,0.08800000000000001,0.055999999999999994,0.16484144144144144,0.191,11.0,5.947497969130781,21.13261776339444,1140.0,2551.339285714286,0,0
407,2,12,5,0.456,0.047,0.237,0.10400000000000001,0.49200000000000005,0.27899999999999997,0.146,0.024,0.006,0.943,0.011000000000000001,0.009000000000000001,0.14726368199999998,0.4039801,0.29850746300000003,0.15024875599999998,15,9,0.327,0.17800000000000002,0.11900000000000001,0.057,0.16484144144144144,0.281,10.0,5.947497969130781,19.51,3639.0,6050.0,0,1
409,2,12,5,0.465,0.048,0.19899999999999998,0.073,0.521,0.23399999999999999,0.163,0.127,0.006,0.8009999999999999,0.032,0.02,0.093253968,0.262896825,0.34920634899999997,0.294642857,10,9,0.32,0.133,0.102,0.062,0.114,0.17,9.0,5.947497969130781,11.9,2740.0,1810.0,0,0
410,5,11,4,0.258,0.10099999999999999,0.20199999999999999,0.064,0.441,0.207,0.134,0.036000000000000004,0.07400000000000001,0.89,0.009000000000000001,0.009000000000000001,0.277888446,0.390438247,0.262948207,0.06872510000000001,10,10,0.381,0.375,0.115,0.149,0.14,0.366,13.0,5.947497969130781,30.79,6319.0,3179.0,0,2
412,6,3,6,0.447,0.053,0.24100000000000002,0.107,0.499,0.204,0.205,0.032,0.0,0.9279999999999999,0.0,0.006999999999999999,0.085945399,0.30940343800000003,0.38624873600000004,0.21840242699999998,10,10,0.24100000000000002,0.18899999999999997,0.08,0.061,0.187,0.221,11.0,5.947497969130781,14.1,2030.0,1440.0,0,0
415,6,7,1,0.397,0.08,0.304,0.13,0.514,0.20600000000000002,0.226,0.062,0.17,0.735,0.015,0.006,0.20641282600000002,0.38677354700000005,0.27254509,0.134268537,12,15,0.316,0.22899999999999998,0.127,0.092,0.16484144144144144,0.314,10.0,5.947497969130781,38.06,4290.0,6350.0,1,1
416,5,11,1,0.615,0.022000000000000002,0.20199999999999999,0.113,0.49700000000000005,0.222,0.203,0.028999999999999998,0.0,0.94,0.016,0.002,0.076464747,0.35352532299999995,0.38232373399999997,0.187686197,13,18,0.32799999999999996,0.24100000000000002,0.121,0.08389588859416454,0.16484144144144144,0.32,13.0,5.947497969130781,21.13261776339444,1409.0,1389.0,1,1
417,2,12,5,0.48700000000000004,0.059000000000000004,0.212,0.095,0.49700000000000005,0.2,0.198,0.028999999999999998,0.076,0.872,0.01,0.006,0.168686869,0.324242424,0.30909090899999997,0.197979798,9,11,0.28800000000000003,0.214,0.12,0.073,0.092,0.257,13.0,2.71,20.45,5260.0,2250.0,1,1
418,6,7,3,0.43700000000000006,0.045,0.239,0.068,0.515,0.24,0.17300000000000001,0.034,0.068,0.882,0.006999999999999999,0.01,0.22310757,0.406374502,0.24701195199999998,0.12350597599999999,12,12,0.365,0.28600000000000003,0.125,0.08,0.11599999999999999,0.327,14.0,5.947497969130781,24.05,3349.0,2660.0,0,1
419,6,7,4,0.447,0.052000000000000005,0.266,0.076,0.483,0.233,0.15,0.025,0.11699999999999999,0.8420000000000001,0.009000000000000001,0.008,0.21704658100000002,0.43607532200000004,0.227948464,0.118929633,12,11,0.355,0.27,0.11900000000000001,0.078,0.16484144144144144,0.29,10.0,5.947497969130781,29.4,8079.0,1660.0,1,1
420,2,12,5,0.503,0.055999999999999994,0.157,0.057999999999999996,0.514,0.222,0.15,0.011000000000000001,0.14,0.7929999999999999,0.0,0.022000000000000002,0.090547264,0.321393035,0.282587065,0.305472637,11,11,0.285,0.19,0.091,0.091,0.182,0.23199999999999998,14.0,4.7,6.3,1699.0,1059.0,0,1
421,7,4,3,0.529,0.028999999999999998,0.179,0.081,0.484,0.265,0.168,0.245,0.027000000000000003,0.636,0.017,0.067,0.20398010000000003,0.353233831,0.304477612,0.138308458,17,8,0.271,0.08800000000000001,0.08800000000000001,0.069,0.10099999999999999,0.251,13.0,5.947497969130781,23.32,1959.0,1260.0,0,0
422,5,11,1,0.556,0.03,0.16699999999999998,0.078,0.498,0.19699999999999998,0.258,0.024,0.0,0.9690000000000001,0.008,0.0,0.064451158,0.41792547799999996,0.35146022200000004,0.16616314199999999,10,13,0.297,0.14,0.09699999999999999,0.08389588859416454,0.195,0.316,11.0,5.947497969130781,21.13261776339444,2240.0,890.0,1,0
423,5,11,4,0.43700000000000006,0.035,0.36700000000000005,0.172,0.514,0.253,0.19899999999999998,0.326,0.054000000000000006,0.6,0.006999999999999999,0.0,0.18970736600000002,0.369323915,0.286579213,0.154389506,13,12,0.28600000000000003,0.2136276517922455,0.107,0.113,0.16484144144144144,0.266,10.0,5.947497969130781,21.13261776339444,3431.4336492890993,3779.0,0,1
425,5,11,3,0.374,0.086,0.233,0.076,0.503,0.217,0.17300000000000001,0.027000000000000003,0.0,0.946,0.006999999999999999,0.005,0.304742684,0.363269425,0.233097881,0.09889001,14,13,0.32,0.215,0.099,0.10099999999999999,0.16484144144144144,0.34,14.0,5.947497969130781,45.28,3380.0,2570.0,0,1
428,5,11,1,0.49700000000000005,0.04,0.231,0.147,0.502,0.213,0.237,0.03,0.01,0.94,0.011000000000000001,0.008,0.150505051,0.376767677,0.27777777800000003,0.194949495,13,17,0.298,0.2136276517922455,0.092,0.08389588859416454,0.16484144144144144,0.32899999999999996,10.0,5.947497969130781,21.13261776339444,3431.4336492890993,2551.339285714286,0,1
432,8,3,5,0.455,0.043,0.158,0.048,0.46799999999999997,0.233,0.122,0.048,0.06,0.8859999999999999,0.002,0.003,0.117412935,0.37611940299999996,0.350248756,0.156218905,12,8,0.32899999999999996,0.183,0.1,0.055999999999999994,0.18899999999999997,0.22,12.0,5.947497969130781,13.85,2460.0,3190.0,0,1
435,5,11,6,0.48700000000000004,0.076,0.205,0.091,0.531,0.156,0.332,0.013000000000000001,0.28300000000000003,0.696,0.001,0.006999999999999999,0.095477387,0.334673367,0.293467337,0.27638191,7,16,0.322,0.2136276517922455,0.147,0.12,0.185,0.32,12.0,5.947497969130781,24.86,11420.0,1610.0,1,1
436,1,1,5,0.507,0.075,0.129,0.042,0.517,0.23800000000000002,0.14,0.048,0.10400000000000001,0.81,0.002,0.032,0.081243731,0.345035105,0.286860582,0.286860582,10,9,0.29,0.18899999999999997,0.081,0.084,0.182,0.248,12.0,1.53,10.8,2510.0,1739.0,1,1
438,9,4,5,0.474,0.034,0.273,0.096,0.507,0.27399999999999997,0.145,0.154,0.002,0.812,0.012,0.011000000000000001,0.13765182199999998,0.292510121,0.389676113,0.18016194300000002,15,9,0.264,0.179,0.079,0.065,0.132,0.214,10.0,2.0,18.21,1369.0,1599.0,0,0
439,7,10,5,0.377,0.09699999999999999,0.237,0.046,0.519,0.217,0.20199999999999999,0.019,0.45399999999999996,0.517,0.0,0.01,0.214851485,0.438613861,0.26435643600000003,0.082178218,9,12,0.38799999999999996,0.23,0.185,0.14800000000000002,0.16484144144144144,0.354,13.0,5.947497969130781,35.55,6439.0,2589.0,0,1
